Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Date,Account_Balance,Device_Type,Location,Merchant_Category,Previous_Fraudulent_Activity,Daily_Transaction_Count,Card_Type,Card_Age,Fraud_Label,Year,Month,Day,Day_of_Week,Amount_Bin,Balance_to_Amount_Ratio,User_Transaction_Count,User_Avg_Transaction_Amount,User_Total_Transaction_Amount,User_Amount_Deviation
TXN_15177,USER_9349,37.11,POS,2023-12-21,92977.91,Tablet,Sydney,Electronics,0,12,Visa,135,0,2023,12,21,3,low,2505.467798437079,3,69.29,207.87,-32.18000000000001
TXN_34304,USER_9413,1.58,Bank Transfer,2023-04-08,63076.36,Laptop,New York,Clothing,0,13,Amex,47,0,2023,4,8,5,micro,39921.74683544304,4,49.1675,196.67,-47.5875
TXN_12609,USER_5861,178.56,POS,2023-08-16,62359.52,Tablet,Tokyo,Groceries,0,4,Visa,29,1,2023,8,16,2,high,349.23566308243727,6,124.52166666666666,747.13,54.03833333333334
TXN_12144,USER_5939,19.37,Bank Transfer,2023-04-29,34416.01,Tablet,London,Travel,0,9,Discover,129,0,2023,4,29,5,low,1776.7687145069694,8,107.32625,858.61,-87.95625
TXN_6113,USER_5566,22.02,ATM Withdrawal,2023-12-28,55851.38,Mobile,Sydney,Electronics,0,13,Visa,204,0,2023,12,28,3,low,2536.3932788374204,8,69.13625,553.09,-47.11625000000001
TXN_15908,USER_4615,203.97,ATM Withdrawal,2023-06-18,73616.91,Mobile,New York,Restaurants,0,4,Mastercard,173,1,2023,6,18,6,high,360.9202823944698,2,116.515,233.03,87.455
TXN_821,USER_3832,55.35,POS,2023-05-11,88292.27,Tablet,Sydney,Electronics,0,12,Visa,80,0,2023,5,11,3,medium,1595.162962962963,9,172.43555555555557,1551.92,-117.08555555555557
TXN_15118,USER_9751,17.17,ATM Withdrawal,2023-11-25,71983.33,Mobile,Sydney,Electronics,0,2,Mastercard,165,0,2023,11,25,5,low,4192.389633080955,8,39.908750000000005,319.27000000000004,-22.738750000000003
TXN_13466,USER_9775,72.33,ATM Withdrawal,2023-08-14,29954.64,Mobile,Sydney,Clothing,0,3,Discover,120,1,2023,8,14,0,medium,414.1385317295728,7,154.21857142857144,1079.53,-81.88857142857144
TXN_26497,USER_6725,188.75,Online,2023-07-16,58078.66,Mobile,Sydney,Travel,1,4,Amex,85,0,2023,7,16,6,high,307.70150993377484,8,82.41,659.28,106.34
TXN_42111,USER_3085,2.61,Bank Transfer,2023-01-11,51803.62,Tablet,Tokyo,Groceries,0,1,Visa,86,0,2023,1,11,2,micro,19848.130268199235,6,70.13666666666667,420.82000000000005,-67.52666666666667
TXN_30188,USER_7987,195.76,Online,2023-11-28,85000.68,Tablet,Mumbai,Travel,1,14,Mastercard,65,0,2023,11,28,1,high,434.2086228034328,5,147.776,738.88,47.98399999999998
TXN_37237,USER_1116,8.06,ATM Withdrawal,2023-07-09,38155.13,Laptop,Sydney,Travel,0,9,Mastercard,232,1,2023,7,9,6,micro,4733.887096774193,5,75.872,379.36,-67.812
TXN_33109,USER_8088,73.34,Bank Transfer,2023-04-20,72060.59,Laptop,London,Clothing,0,9,Visa,92,0,2023,4,20,3,medium,982.5550859012816,7,96.1842857142857,673.29,-22.844285714285704
TXN_36480,USER_4147,9.82,Bank Transfer,2023-11-08,39996.92,Mobile,Sydney,Electronics,0,13,Discover,152,1,2023,11,8,2,micro,4073.006109979633,8,37.45125,299.61,-27.63125
TXN_24148,USER_7419,197.21,Online,2023-04-29,32472.3,Laptop,Sydney,Electronics,0,14,Visa,225,1,2023,4,29,5,high,164.65848587799806,3,170.34666666666666,511.03999999999996,26.863333333333344
TXN_5503,USER_7666,56.45,ATM Withdrawal,2023-08-22,1525.05,Mobile,Mumbai,Restaurants,0,8,Amex,103,0,2023,8,22,1,medium,27.015943312666074,6,144.81666666666666,868.9,-88.36666666666666
TXN_3918,USER_5135,0.32,Online,2023-11-18,39236.78,Mobile,Sydney,Electronics,0,11,Amex,38,0,2023,11,18,5,micro,122614.9375,7,81.05,567.35,-80.73
TXN_38478,USER_8041,63.83,POS,2023-04-24,75526.24,Laptop,Sydney,Restaurants,0,14,Visa,45,0,2023,4,24,0,medium,1183.240482531725,8,42.3375,338.7,21.4925
TXN_21123,USER_2155,147.71,POS,2023-04-11,40660.04,Laptop,Sydney,Restaurants,0,5,Mastercard,20,0,2023,4,11,1,high,275.2693791889513,5,101.858,509.29,45.852000000000004
TXN_49717,USER_5843,127.57,ATM Withdrawal,2023-04-12,43073.71,Laptop,London,Travel,0,7,Visa,228,0,2023,4,12,2,high,337.64764443050876,4,102.2825,409.13,25.287499999999994
TXN_42294,USER_2756,15.24,POS,2023-12-07,61396.94,Tablet,Mumbai,Travel,0,9,Amex,195,0,2023,12,7,3,low,4028.670603674541,7,111.1842857142857,778.29,-95.94428571428571
TXN_47609,USER_4265,80.4,POS,2023-01-18,60394.4,Laptop,New York,Travel,0,10,Mastercard,95,1,2023,1,18,2,medium,751.1741293532338,1,80.4,80.4,0.0
TXN_11076,USER_7471,3.13,POS,2023-04-27,34717.05,Tablet,Mumbai,Restaurants,0,8,Amex,87,0,2023,4,27,3,micro,11091.70926517572,7,54.41571428571429,380.91,-51.285714285714285
TXN_41514,USER_8456,9.53,Online,2023-08-18,60125.25,Mobile,Tokyo,Groceries,0,10,Amex,206,0,2023,8,18,4,micro,6309.05036726128,7,53.894285714285715,377.26,-44.364285714285714
TXN_22062,USER_5964,24.73,Bank Transfer,2023-07-22,26301.84,Tablet,New York,Clothing,1,2,Amex,162,0,2023,7,22,5,low,1063.5600485240598,6,47.943333333333335,287.66,-23.213333333333335
TXN_9413,USER_8631,138.21,POS,2023-12-24,38278.34,Tablet,New York,Electronics,0,2,Mastercard,158,0,2023,12,24,6,high,276.9578178134722,6,122.68499999999999,736.1099999999999,15.52500000000002
TXN_38340,USER_3125,39.63,Bank Transfer,2023-04-25,8549.08,Mobile,Tokyo,Travel,0,13,Visa,17,1,2023,4,25,1,low,215.72243250063082,4,65.17,260.68,-25.54
TXN_30263,USER_8150,11.77,ATM Withdrawal,2023-11-10,42891.23,Mobile,London,Groceries,1,5,Discover,106,1,2023,11,10,4,low,3644.114698385727,7,91.40857142857143,639.86,-79.63857142857144
TXN_41252,USER_8968,129.22,Bank Transfer,2023-05-18,19305.37,Mobile,London,Clothing,0,13,Discover,44,0,2023,5,18,3,high,149.39924160346695,6,91.69166666666666,550.15,37.528333333333336
TXN_14644,USER_6129,13.36,Bank Transfer,2023-07-13,12122.23,Tablet,New York,Groceries,0,6,Visa,159,0,2023,7,13,3,low,907.3525449101796,4,143.6225,574.49,-130.2625
TXN_26335,USER_6910,272.93,POS,2023-03-10,34981.69,Mobile,London,Groceries,0,4,Mastercard,121,0,2023,3,10,4,very_high,128.17092294727587,5,105.978,529.89,166.952
TXN_28102,USER_6333,23.69,POS,2023-02-16,24626.76,Mobile,Tokyo,Restaurants,0,13,Amex,25,0,2023,2,16,3,low,1039.5424229632756,4,65.475,261.9,-41.785
TXN_17523,USER_4369,70.81,ATM Withdrawal,2023-10-08,99005.13,Tablet,Mumbai,Electronics,0,3,Visa,211,0,2023,10,8,6,medium,1398.1800593136563,4,79.6925,318.77,-8.882499999999993
TXN_24712,USER_5004,22.63,Bank Transfer,2023-05-07,85873.02,Mobile,New York,Groceries,0,3,Discover,163,0,2023,5,7,6,low,3794.6539991162176,7,68.68142857142857,480.77,-46.05142857142857
TXN_40485,USER_1299,92.27,ATM Withdrawal,2023-08-31,69161.25,Mobile,Mumbai,Travel,0,14,Mastercard,185,1,2023,8,31,3,medium,749.552942451501,6,62.055,372.33,30.214999999999996
TXN_3850,USER_5589,112.72,ATM Withdrawal,2023-02-24,85678.68,Tablet,London,Clothing,0,5,Discover,64,0,2023,2,24,4,high,760.1018452803406,7,43.107142857142854,301.75,69.61285714285714
TXN_40040,USER_4320,213.77,ATM Withdrawal,2023-09-12,44775.66,Mobile,Mumbai,Clothing,0,11,Amex,179,0,2023,9,12,1,high,209.45717359779204,7,98.54142857142857,689.79,115.22857142857144
TXN_15267,USER_7970,3.06,Bank Transfer,2023-03-14,75650.51,Laptop,Sydney,Electronics,0,3,Discover,62,0,2023,3,14,1,micro,24722.388888888887,7,49.95142857142857,349.66,-46.89142857142857
TXN_49146,USER_7335,308.73,Bank Transfer,2023-07-18,841.65,Mobile,Mumbai,Clothing,0,9,Amex,51,0,2023,7,18,1,very_high,2.7261684967447284,7,249.39000000000001,1745.73,59.34
TXN_30001,USER_1353,18.98,Online,2023-04-27,96821.71,Tablet,Sydney,Clothing,0,5,Discover,202,1,2023,4,27,3,low,5101.249209694415,5,124.226,621.13,-105.246
TXN_45926,USER_7190,38.1,Online,2023-06-08,80339.18,Tablet,Mumbai,Restaurants,0,4,Visa,209,0,2023,6,8,3,low,2108.639895013123,9,73.65,662.85,-35.550000000000004
TXN_43824,USER_9641,69.78,POS,2023-04-15,84572.25,Laptop,New York,Restaurants,0,5,Visa,143,1,2023,4,15,5,medium,1211.9840928632846,10,73.176,731.76,-3.396000000000001
TXN_17240,USER_7599,29.6,ATM Withdrawal,2023-01-07,91272.39,Mobile,London,Groceries,1,5,Amex,132,0,2023,1,7,5,low,3083.526689189189,8,63.425,507.4,-33.824999999999996
TXN_4892,USER_1490,231.0,POS,2023-04-21,50228.86,Tablet,London,Restaurants,0,11,Mastercard,11,1,2023,4,21,4,high,217.44095238095238,8,132.2625,1058.1,98.73750000000001
TXN_725,USER_9717,24.48,POS,2023-07-26,89578.63,Mobile,Mumbai,Electronics,0,10,Mastercard,223,0,2023,7,26,2,low,3659.257761437909,6,100.89,605.34,-76.41
TXN_22949,USER_3789,237.11,POS,2023-04-09,38531.58,Mobile,Sydney,Electronics,0,5,Discover,8,0,2023,4,9,6,high,162.5050820294378,4,133.0325,532.13,104.07750000000001
TXN_34657,USER_3467,306.6,POS,2023-11-07,66429.56,Laptop,Mumbai,Groceries,0,13,Discover,108,0,2023,11,7,1,very_high,216.66523157208087,3,246.0666666666667,738.2,60.53333333333333
TXN_37213,USER_1329,29.72,POS,2023-11-24,88648.99,Laptop,London,Groceries,0,3,Mastercard,55,0,2023,11,24,4,low,2982.805854643338,9,77.18222222222222,694.64,-47.46222222222222
TXN_20304,USER_4932,124.88,Online,2023-10-06,72517.85,Tablet,Sydney,Electronics,0,4,Mastercard,93,0,2023,10,6,4,high,580.700272261371,10,104.018,1040.18,20.861999999999995
TXN_15269,USER_5318,27.92,Bank Transfer,2023-11-14,77140.55,Mobile,Tokyo,Clothing,0,3,Discover,105,0,2023,11,14,1,low,2762.913681948424,7,71.98,503.86,-44.06
TXN_22367,USER_7101,34.39,Online,2023-12-31,44749.59,Mobile,London,Groceries,0,10,Amex,182,0,2023,12,31,6,low,1301.2384414073858,6,90.13666666666667,540.82,-55.74666666666667
TXN_42684,USER_7646,95.05,Bank Transfer,2023-04-04,83198.66,Mobile,London,Restaurants,0,10,Amex,151,0,2023,4,4,1,medium,875.3146764860601,8,98.43374999999999,787.4699999999999,-3.383749999999992
TXN_46734,USER_8482,31.7,Online,2023-05-20,82964.35,Laptop,Sydney,Clothing,0,11,Visa,103,0,2023,5,20,5,low,2617.171924290221,4,88.41499999999999,353.65999999999997,-56.71499999999999
TXN_11732,USER_6828,191.97,Online,2023-11-12,67585.77,Tablet,Mumbai,Clothing,0,13,Mastercard,41,0,2023,11,12,6,high,352.0642287857478,5,62.44,312.2,129.53
TXN_18619,USER_3415,44.07,Bank Transfer,2023-08-03,11918.09,Mobile,Mumbai,Groceries,0,11,Visa,231,0,2023,8,3,3,low,270.43544361243477,15,120.58,1808.7,-76.50999999999999
TXN_48492,USER_1296,25.38,ATM Withdrawal,2023-12-10,48704.75,Tablet,Sydney,Clothing,0,7,Mastercard,168,0,2023,12,10,6,low,1919.0208825847124,5,77.848,389.24,-52.468
TXN_26803,USER_8825,394.62,ATM Withdrawal,2023-11-12,71321.68,Mobile,Sydney,Restaurants,0,7,Discover,68,0,2023,11,12,6,very_high,180.73508691906136,8,120.86375,966.91,273.75625
TXN_44305,USER_2051,63.37,POS,2023-07-16,47665.1,Mobile,London,Groceries,0,4,Discover,20,0,2023,7,16,6,medium,752.1713744674136,5,51.118,255.59,12.251999999999995
TXN_47522,USER_9409,16.97,POS,2023-08-19,52165.88,Mobile,New York,Electronics,0,10,Visa,103,0,2023,8,19,5,low,3074.0058927519153,3,44.18,132.54,-27.21
TXN_32207,USER_5520,363.86,POS,2023-09-28,90037.97,Laptop,London,Electronics,1,10,Discover,140,0,2023,9,28,3,very_high,247.45223437585884,2,285.51,571.02,78.35000000000002
TXN_2530,USER_2517,106.2,Bank Transfer,2023-08-18,31890.74,Laptop,London,Electronics,0,6,Visa,94,0,2023,8,18,4,high,300.2894538606403,6,89.17666666666668,535.0600000000001,17.023333333333326
TXN_17746,USER_2084,70.42,Bank Transfer,2023-08-14,21248.8,Laptop,Mumbai,Travel,0,1,Discover,15,0,2023,8,14,0,medium,301.74382277762,4,71.74000000000001,286.96000000000004,-1.3200000000000074
TXN_8270,USER_5180,21.33,ATM Withdrawal,2023-06-24,96219.67,Tablet,New York,Clothing,0,2,Discover,77,0,2023,6,24,5,low,4511.001875293015,4,35.5725,142.29,-14.2425
TXN_15079,USER_6874,64.23,Bank Transfer,2023-04-05,67088.03,Laptop,Sydney,Clothing,0,14,Mastercard,38,0,2023,4,5,2,medium,1044.49680834501,6,125.35166666666669,752.1100000000001,-61.121666666666684
TXN_13624,USER_3288,298.9,POS,2023-08-30,55658.79,Tablet,Sydney,Travel,0,14,Mastercard,42,1,2023,8,30,2,very_high,186.21207761793244,5,93.37199999999999,466.85999999999996,205.528
TXN_30638,USER_2399,173.68,POS,2023-06-17,50940.03,Mobile,London,Groceries,0,10,Discover,71,1,2023,6,17,5,high,293.2981920773837,5,80.908,404.54,92.772
TXN_30440,USER_3739,126.92,Online,2023-11-03,85516.43,Tablet,Tokyo,Travel,0,12,Discover,201,1,2023,11,3,4,high,673.782146233848,8,133.4275,1067.42,-6.507500000000007
TXN_36056,USER_5231,40.64,ATM Withdrawal,2023-07-23,76016.81,Mobile,London,Electronics,0,5,Amex,128,0,2023,7,23,6,low,1870.492372047244,10,119.622,1196.22,-78.982
TXN_42651,USER_1970,12.87,Online,2023-08-05,51260.5,Tablet,New York,Clothing,0,1,Discover,235,0,2023,8,5,5,low,3982.9448329448333,5,59.251999999999995,296.26,-46.382
TXN_36803,USER_1362,3.1,Bank Transfer,2023-03-30,76141.76,Mobile,New York,Travel,0,10,Visa,67,1,2023,3,30,3,micro,24561.858064516127,8,37.83125,302.65,-34.731249999999996
TXN_48224,USER_7002,31.27,Online,2023-05-28,6814.33,Tablet,New York,Clothing,0,5,Amex,122,0,2023,5,28,6,low,217.91909178126,5,56.17999999999999,280.9,-24.909999999999993
TXN_29226,USER_6333,77.02,ATM Withdrawal,2023-04-11,35240.55,Tablet,Mumbai,Travel,0,10,Discover,194,0,2023,4,11,1,medium,457.55063619839007,4,65.475,261.9,11.545000000000002
TXN_5633,USER_2927,9.21,Bank Transfer,2023-05-07,29122.14,Mobile,Sydney,Restaurants,0,3,Visa,167,0,2023,5,7,6,micro,3162.0130293159605,7,86.20142857142856,603.41,-76.99142857142857
TXN_5987,USER_4250,24.95,POS,2023-10-03,40716.69,Laptop,London,Clothing,0,1,Mastercard,70,0,2023,10,3,1,low,1631.9314629258517,6,62.47833333333333,374.87,-37.528333333333336
TXN_48063,USER_1586,48.03,Bank Transfer,2023-03-18,64769.27,Laptop,Mumbai,Clothing,0,5,Mastercard,12,0,2023,3,18,5,low,1348.5169685613157,5,36.03,180.15,12.0
TXN_1812,USER_9555,31.32,ATM Withdrawal,2023-12-27,11082.48,Tablet,London,Travel,0,11,Visa,31,0,2023,12,27,2,low,353.84674329501917,7,58.04142857142857,406.28999999999996,-26.721428571428568
TXN_27578,USER_9814,60.8,Online,2023-05-25,48076.05,Mobile,Mumbai,Restaurants,0,1,Mastercard,74,0,2023,5,25,3,medium,790.7245065789474,6,55.48,332.88,5.32
TXN_16823,USER_9781,98.82,Bank Transfer,2023-01-14,20800.69,Tablet,New York,Restaurants,0,10,Discover,151,0,2023,1,14,5,medium,210.49069014369562,2,66.535,133.07,32.285
TXN_3928,USER_5143,32.32,POS,2023-12-25,35239.44,Tablet,London,Groceries,0,12,Amex,93,0,2023,12,25,0,low,1090.3292079207922,6,63.68833333333333,382.13,-31.368333333333332
TXN_37286,USER_6868,174.45,POS,2023-12-18,73618.23,Mobile,Sydney,Clothing,0,9,Amex,207,0,2023,12,18,0,high,422.00189165950127,7,146.74142857142857,1027.19,27.708571428571418
TXN_25045,USER_8955,109.35,POS,2023-04-04,42365.28,Mobile,London,Restaurants,0,4,Discover,103,0,2023,4,4,1,high,387.42825788751713,6,77.255,463.53,32.095
TXN_15727,USER_9104,22.51,ATM Withdrawal,2023-05-12,1651.62,Tablet,London,Restaurants,0,2,Amex,23,0,2023,5,12,4,low,73.37272323411815,6,117.03166666666665,702.1899999999999,-94.52166666666665
TXN_29600,USER_3053,35.93,ATM Withdrawal,2023-09-06,83856.0,Laptop,Tokyo,Electronics,1,7,Amex,167,0,2023,9,6,2,low,2333.8714166434734,9,150.11666666666667,1351.05,-114.18666666666667
TXN_10430,USER_4414,282.59,Bank Transfer,2023-09-04,62888.38,Tablet,New York,Electronics,1,2,Discover,104,1,2023,9,4,0,very_high,222.54283591068332,7,129.56142857142856,906.93,153.0285714285714
TXN_25768,USER_2530,263.8,ATM Withdrawal,2023-10-10,94812.91,Tablet,Tokyo,Clothing,0,3,Visa,139,1,2023,10,10,1,very_high,359.41209249431387,4,116.82750000000001,467.31000000000006,146.9725
TXN_29103,USER_5978,58.79,POS,2023-03-15,81359.53,Mobile,London,Groceries,0,8,Discover,91,0,2023,3,15,2,medium,1383.9008334750808,5,73.45599999999999,367.28,-14.66599999999999
TXN_36537,USER_7333,124.74,Bank Transfer,2023-05-21,61520.85,Tablet,Mumbai,Travel,0,13,Mastercard,196,0,2023,5,21,6,high,493.1926406926407,8,67.76375,542.11,56.97624999999999
TXN_39328,USER_7982,48.92,POS,2023-11-09,13124.53,Tablet,Sydney,Restaurants,0,1,Mastercard,79,1,2023,11,9,3,low,268.28556827473426,4,97.515,390.06,-48.595
TXN_35539,USER_1081,4.97,ATM Withdrawal,2023-08-21,19504.57,Tablet,Mumbai,Clothing,0,8,Mastercard,205,0,2023,8,21,0,micro,3924.4607645875253,9,133.36777777777777,1200.31,-128.39777777777778
TXN_28075,USER_8172,50.4,Bank Transfer,2023-12-04,70996.25,Mobile,London,Electronics,0,14,Amex,74,0,2023,12,4,0,medium,1408.655753968254,5,72.60799999999999,363.03999999999996,-22.20799999999999
TXN_17840,USER_8784,180.62,ATM Withdrawal,2023-07-05,53345.96,Tablet,Sydney,Travel,0,4,Discover,90,0,2023,7,5,2,high,295.34913077178606,5,84.862,424.31,95.75800000000001
TXN_27802,USER_1446,140.6,ATM Withdrawal,2023-09-26,13935.49,Tablet,Sydney,Clothing,0,9,Mastercard,200,0,2023,9,26,1,high,99.11443812233286,7,85.98714285714286,601.91,54.61285714285714
TXN_7682,USER_5144,231.35,ATM Withdrawal,2023-09-11,92933.91,Laptop,Tokyo,Groceries,0,8,Visa,34,0,2023,9,11,0,high,401.7026583099201,3,97.74333333333334,293.23,133.60666666666665
TXN_24279,USER_6056,212.22,POS,2023-12-27,6753.07,Mobile,Sydney,Travel,0,4,Discover,179,1,2023,12,27,2,high,31.821081896145508,7,118.84857142857143,831.94,93.37142857142857
TXN_33070,USER_5047,147.84,POS,2023-11-08,46527.47,Tablet,Sydney,Travel,0,1,Visa,148,0,2023,11,8,2,high,314.71502976190476,5,94.77799999999999,473.89,53.06200000000001
TXN_35557,USER_2545,158.85,Bank Transfer,2023-07-30,11813.99,Tablet,New York,Travel,0,14,Amex,79,0,2023,7,30,6,high,74.37198615045641,11,169.85090909090908,1868.36,-11.00090909090909
TXN_37189,USER_1455,4.43,Bank Transfer,2023-04-01,18905.83,Laptop,New York,Restaurants,0,9,Mastercard,18,0,2023,4,1,5,micro,4267.681715575622,6,96.13666666666666,576.8199999999999,-91.70666666666665
TXN_47149,USER_5937,85.45,ATM Withdrawal,2023-09-09,41767.46,Mobile,Sydney,Groceries,0,14,Mastercard,92,0,2023,9,9,5,medium,488.79414862492683,8,110.72375,885.79,-25.273749999999993
TXN_46915,USER_1555,99.32,Online,2023-03-30,29329.35,Tablet,London,Clothing,0,10,Visa,167,1,2023,3,30,3,medium,295.30155054369715,8,72.24625,577.97,27.07374999999999
TXN_9801,USER_7021,87.29,Bank Transfer,2023-09-06,82933.42,Tablet,Sydney,Travel,1,2,Amex,115,0,2023,9,6,2,medium,950.0907320426164,6,79.73666666666666,478.42,7.553333333333342
TXN_38800,USER_5459,229.0,Online,2023-07-18,20413.24,Tablet,Sydney,Restaurants,0,5,Visa,107,0,2023,7,18,1,high,89.14078602620089,8,116.13,929.04,112.87
TXN_24669,USER_4575,22.4,POS,2023-12-18,87085.89,Laptop,Tokyo,Electronics,0,9,Mastercard,78,0,2023,12,18,0,low,3887.7629464285715,5,71.622,358.11,-49.222
TXN_44233,USER_7422,263.59,Online,2023-12-11,98730.52,Laptop,New York,Groceries,1,4,Mastercard,157,0,2023,12,11,0,very_high,374.560946925149,4,120.82249999999999,483.28999999999996,142.76749999999998
TXN_31919,USER_7275,425.97,POS,2023-12-28,14127.88,Mobile,London,Clothing,0,4,Mastercard,157,0,2023,12,28,3,very_high,33.16637321877127,10,239.502,2395.02,186.46800000000002
TXN_7134,USER_3374,119.44,ATM Withdrawal,2023-12-02,18698.54,Tablet,New York,Clothing,0,2,Discover,105,0,2023,12,2,5,high,156.55174146014735,4,241.1025,964.41,-121.6625
TXN_33704,USER_8445,18.41,POS,2023-11-28,48723.59,Tablet,Sydney,Electronics,0,2,Mastercard,82,0,2023,11,28,1,low,2646.5828354155346,6,40.160000000000004,240.96,-21.750000000000004
TXN_29660,USER_5604,8.74,Bank Transfer,2023-05-06,1686.45,Laptop,New York,Electronics,0,10,Discover,13,0,2023,5,6,5,micro,192.95766590389016,7,109.28428571428572,764.99,-100.54428571428572
TXN_17893,USER_1941,513.78,POS,2023-01-14,63548.64,Laptop,Mumbai,Travel,0,6,Amex,201,0,2023,1,14,5,extreme,123.68842695317062,10,162.88,1628.8,350.9
TXN_22018,USER_1872,57.85,ATM Withdrawal,2023-11-27,28459.14,Laptop,New York,Electronics,0,13,Amex,81,1,2023,11,27,0,medium,491.94710458081244,4,127.66499999999999,510.65999999999997,-69.815
TXN_13538,USER_9632,27.64,Online,2023-08-05,12521.24,Mobile,Tokyo,Restaurants,0,6,Discover,16,1,2023,8,5,5,low,453.01157742402313,7,77.06714285714285,539.47,-49.427142857142854
TXN_43118,USER_6371,64.61,Bank Transfer,2023-06-22,94289.85,Mobile,New York,Clothing,0,11,Amex,139,0,2023,6,22,3,medium,1459.3692926791518,6,62.419999999999995,374.52,2.190000000000005
TXN_36420,USER_1509,106.84,POS,2023-01-09,55417.27,Laptop,Sydney,Groceries,0,13,Discover,65,0,2023,1,9,0,high,518.6940284537626,5,197.528,987.64,-90.68799999999999
TXN_9405,USER_8062,80.2,Online,2023-12-17,82626.55,Tablet,Sydney,Travel,0,5,Mastercard,159,0,2023,12,17,6,medium,1030.256234413965,7,107.3142857142857,751.1999999999999,-27.1142857142857
TXN_13413,USER_7132,11.91,ATM Withdrawal,2023-07-12,75447.75,Mobile,Mumbai,Travel,0,7,Visa,69,0,2023,7,12,2,low,6334.823677581864,7,41.705714285714286,291.94,-29.795714285714286
TXN_6720,USER_3555,202.75,ATM Withdrawal,2023-09-18,58180.36,Tablet,London,Travel,0,8,Discover,6,0,2023,9,18,0,high,286.9561528976572,8,57.66125,461.29,145.08875
TXN_15601,USER_5365,45.05,ATM Withdrawal,2023-11-20,7142.75,Mobile,Sydney,Groceries,0,6,Mastercard,32,1,2023,11,20,0,low,158.55160932297449,6,123.02833333333332,738.17,-77.97833333333332
